PORT,PORT_NAME,year_month,import_ves_val,import_ves_wgt,export_ves_val,export_ves_wgt,total_ves_val,total_ves_wgt
3082,"GRANT COUNTY AIRPORT, WA",2019-10,0.0,0.0,0.0,0.0,0.0,0.0
3082,"GRANT COUNTY AIRPORT, WA",2019-11,0.0,0.0,0.0,0.0,0.0,0.0
3082,"GRANT COUNTY AIRPORT, WA",2019-12,0.0,0.0,0.0,0.0,0.0,0.0
3082,"GRANT COUNTY AIRPORT, WA",2020-01,0.0,0.0,0.0,0.0,0.0,0.0
3082,"GRANT COUNTY AIRPORT, WA",2020-02,0.0,0.0,0.0,0.0,0.0,0.0
3082,"GRANT COUNTY AIRPORT, WA",2020-03,0.0,0.0,0.0,0.0,0.0,0.0
3082,"GRANT COUNTY AIRPORT, WA",2020-04,0.0,0.0,0.0,0.0,0.0,0.0
3082,"GRANT COUNTY AIRPORT, WA",2020-05,0.0,0.0,0.0,0.0,0.0,0.0
3082,"GRANT COUNTY AIRPORT, WA",2020-06,0.0,0.0,0.0,0.0,0.0,0.0
3082,"GRANT COUNTY AIRPORT, WA",2020-07,0.0,0.0,0.0,0.0,0.0,0.0
3082,"GRANT COUNTY AIRPORT, WA",2020-08,0.0,0.0,0.0,0.0,0.0,0.0
3082,"GRANT COUNTY AIRPORT, WA",2020-09,0.0,0.0,0.0,0.0,0.0,0.0
3082,"GRANT COUNTY AIRPORT, WA",2020-10,0.0,0.0,0.0,0.0,0.0,0.0
3082,"GRANT COUNTY AIRPORT, WA",2020-11,0.0,0.0,0.0,0.0,0.0,0.0
3082,"GRANT COUNTY AIRPORT, WA",2020-12,0.0,0.0,0.0,0.0,0.0,0.0
3082,"GRANT COUNTY AIRPORT, WA",2021-01,0.0,0.0,0.0,0.0,0.0,0.0
3082,"GRANT COUNTY AIRPORT, WA",2021-02,0.0,0.0,0.0,0.0,0.0,0.0
3082,"GRANT COUNTY AIRPORT, WA",2021-03,0.0,0.0,0.0,0.0,0.0,0.0
3082,"GRANT COUNTY AIRPORT, WA",2021-04,0.0,0.0,0.0,0.0,0.0,0.0
3082,"GRANT COUNTY AIRPORT, WA",2021-05,0.0,0.0,0.0,0.0,0.0,0.0
3082,"GRANT COUNTY AIRPORT, WA",2021-06,0.0,0.0,0.0,0.0,0.0,0.0
3082,"GRANT COUNTY AIRPORT, WA",2021-07,0.0,0.0,0.0,0.0,0.0,0.0
3082,"GRANT COUNTY AIRPORT, WA",2021-08,0.0,0.0,0.0,0.0,0.0,0.0
3082,"GRANT COUNTY AIRPORT, WA",2021-09,0.0,0.0,0.0,0.0,0.0,0.0
3082,"GRANT COUNTY AIRPORT, WA",2021-10,0.0,0.0,0.0,0.0,0.0,0.0
3082,"GRANT COUNTY AIRPORT, WA",2021-11,0.0,0.0,0.0,0.0,0.0,0.0
3082,"GRANT COUNTY AIRPORT, WA",2021-12,0.0,0.0,0.0,0.0,0.0,0.0
3082,"GRANT COUNTY AIRPORT, WA",2022-01,0.0,0.0,0.0,0.0,0.0,0.0
3082,"GRANT COUNTY AIRPORT, WA",2022-02,0.0,0.0,0.0,0.0,0.0,0.0
3082,"GRANT COUNTY AIRPORT, WA",2022-03,0.0,0.0,0.0,0.0,0.0,0.0
3082,"GRANT COUNTY AIRPORT, WA",2022-04,0.0,0.0,0.0,0.0,0.0,0.0
3082,"GRANT COUNTY AIRPORT, WA",2022-05,0.0,0.0,0.0,0.0,0.0,0.0
3082,"GRANT COUNTY AIRPORT, WA",2022-06,0.0,0.0,0.0,0.0,0.0,0.0
3082,"GRANT COUNTY AIRPORT, WA",2022-07,0.0,0.0,0.0,0.0,0.0,0.0
3082,"GRANT COUNTY AIRPORT, WA",2022-08,0.0,0.0,0.0,0.0,0.0,0.0
3082,"GRANT COUNTY AIRPORT, WA",2022-09,0.0,0.0,0.0,0.0,0.0,0.0
3082,"GRANT COUNTY AIRPORT, WA",2022-10,0.0,0.0,0.0,0.0,0.0,0.0
3082,"GRANT COUNTY AIRPORT, WA",2022-11,0.0,0.0,0.0,0.0,0.0,0.0
3082,"GRANT COUNTY AIRPORT, WA",2022-12,0.0,0.0,0.0,0.0,0.0,0.0
3082,"GRANT COUNTY AIRPORT, WA",2023-01,0.0,0.0,0.0,0.0,0.0,0.0
3082,"GRANT COUNTY AIRPORT, WA",2023-02,0.0,0.0,0.0,0.0,0.0,0.0
3082,"GRANT COUNTY AIRPORT, WA",2023-03,0.0,0.0,0.0,0.0,0.0,0.0
3082,"GRANT COUNTY AIRPORT, WA",2023-04,0.0,0.0,0.0,0.0,0.0,0.0
3082,"GRANT COUNTY AIRPORT, WA",2023-05,0.0,0.0,0.0,0.0,0.0,0.0
3082,"GRANT COUNTY AIRPORT, WA",2023-06,0.0,0.0,0.0,0.0,0.0,0.0
3082,"GRANT COUNTY AIRPORT, WA",2023-07,0.0,0.0,0.0,0.0,0.0,0.0
3082,"GRANT COUNTY AIRPORT, WA",2023-08,0.0,0.0,0.0,0.0,0.0,0.0
3082,"GRANT COUNTY AIRPORT, WA",2023-09,0.0,0.0,0.0,0.0,0.0,0.0
3082,"GRANT COUNTY AIRPORT, WA",2023-10,0.0,0.0,0.0,0.0,0.0,0.0
3082,"GRANT COUNTY AIRPORT, WA",2023-11,0.0,0.0,0.0,0.0,0.0,0.0
3082,"GRANT COUNTY AIRPORT, WA",2023-12,0.0,0.0,0.0,0.0,0.0,0.0
3082,"GRANT COUNTY AIRPORT, WA",2024-01,0.0,0.0,0.0,0.0,0.0,0.0
3082,"GRANT COUNTY AIRPORT, WA",2024-02,0.0,0.0,0.0,0.0,0.0,0.0
3082,"GRANT COUNTY AIRPORT, WA",2024-03,0.0,0.0,0.0,0.0,0.0,0.0
3082,"GRANT COUNTY AIRPORT, WA",2024-04,0.0,0.0,0.0,0.0,0.0,0.0
3082,"GRANT COUNTY AIRPORT, WA",2024-05,0.0,0.0,0.0,0.0,0.0,0.0
3082,"GRANT COUNTY AIRPORT, WA",2024-06,0.0,0.0,0.0,0.0,0.0,0.0
3082,"GRANT COUNTY AIRPORT, WA",2024-07,0.0,0.0,0.0,0.0,0.0,0.0
3082,"GRANT COUNTY AIRPORT, WA",2024-08,0.0,0.0,0.0,0.0,0.0,0.0
3082,"GRANT COUNTY AIRPORT, WA",2024-09,0.0,0.0,0.0,0.0,0.0,0.0
3082,"GRANT COUNTY AIRPORT, WA",2024-10,0.0,0.0,0.0,0.0,0.0,0.0
3082,"GRANT COUNTY AIRPORT, WA",2024-11,0.0,0.0,0.0,0.0,0.0,0.0
3082,"GRANT COUNTY AIRPORT, WA",2024-12,0.0,0.0,0.0,0.0,0.0,0.0
3101,"JUNEAU, AK",2016-01,0.0,0.0,19588978.0,8073063.0,19588978.0,8073063.0
3101,"JUNEAU, AK",2016-02,18300.0,111.0,20457867.0,5022935.0,20476167.0,5023046.0
3101,"JUNEAU, AK",2016-03,35922.0,5927.0,19894.0,17263.0,55816.0,23190.0
3101,"JUNEAU, AK",2016-04,0.0,0.0,36705759.0,9408936.0,36705759.0,9408936.0
3101,"JUNEAU, AK",2016-05,47797.0,4210.0,334596.0,162452.0,382393.0,166662.0
3101,"JUNEAU, AK",2016-06,64451.0,9375.0,17710394.0,4772230.0,17774845.0,4781605.0
3101,"JUNEAU, AK",2016-07,178730.0,10530.0,23847333.0,3780012.0,24026063.0,3790542.0
3101,"JUNEAU, AK",2016-08,227384.0,41927.0,31445923.0,6220647.0,31673307.0,6262574.0
3101,"JUNEAU, AK",2016-09,65953.0,15170.0,31675028.0,2434315.0,31740981.0,2449485.0
3101,"JUNEAU, AK",2016-10,0.0,0.0,18113331.0,4599202.0,18113331.0,4599202.0
3101,"JUNEAU, AK",2016-11,0.0,0.0,22530665.0,12101901.0,22530665.0,12101901.0
3101,"JUNEAU, AK",2016-12,0.0,0.0,20558986.0,4437563.0,20558986.0,4437563.0
3101,"JUNEAU, AK",2017-01,0.0,0.0,0.0,0.0,0.0,0.0
3101,"JUNEAU, AK",2017-02,0.0,0.0,32298424.0,11465523.0,32298424.0,11465523.0
3101,"JUNEAU, AK",2017-03,0.0,0.0,116116.0,232910.0,116116.0,232910.0
3101,"JUNEAU, AK",2017-04,0.0,0.0,0.0,0.0,0.0,0.0
3101,"JUNEAU, AK",2017-05,16930.0,293.0,349014.0,6402.0,365944.0,6695.0
3101,"JUNEAU, AK",2017-06,149952.0,7041.0,13799905.0,1705431.0,13949857.0,1712472.0
3101,"JUNEAU, AK",2017-07,221931.0,15424.0,0.0,0.0,221931.0,15424.0
3101,"JUNEAU, AK",2017-08,188006.0,28518.0,0.0,0.0,188006.0,28518.0
3101,"JUNEAU, AK",2017-09,29752.0,6063.0,30875178.0,13902323.0,30904930.0,13908386.0
3101,"JUNEAU, AK",2017-10,0.0,0.0,28652855.0,10683531.0,28652855.0,10683531.0
3101,"JUNEAU, AK",2017-11,0.0,0.0,202336.0,405819.0,202336.0,405819.0
3101,"JUNEAU, AK",2017-12,0.0,0.0,35427281.0,3573708.0,35427281.0,3573708.0
3101,"JUNEAU, AK",2018-01,0.0,0.0,26563365.0,4864586.0,26563365.0,4864586.0
3101,"JUNEAU, AK",2018-02,0.0,0.0,45700.0,75102.0,45700.0,75102.0
3101,"JUNEAU, AK",2018-03,0.0,0.0,36071095.0,8549242.0,36071095.0,8549242.0
3101,"JUNEAU, AK",2018-04,0.0,0.0,44154065.0,14428942.0,44154065.0,14428942.0
3101,"JUNEAU, AK",2018-05,21940.0,91.0,2612934.0,822635.0,2634874.0,822726.0
3101,"JUNEAU, AK",2018-06,296288.0,49449.0,28592899.0,9910834.0,28889187.0,9960283.0
3101,"JUNEAU, AK",2018-07,6643152.0,9349434.0,282273.0,18592.0,6925425.0,9368026.0
3101,"JUNEAU, AK",2018-08,67732.0,9051.0,23930946.0,7889088.0,23998678.0,7898139.0
3101,"JUNEAU, AK",2018-09,126126.0,1092.0,21670743.0,8974725.0,21796869.0,8975817.0
3101,"JUNEAU, AK",2018-10,0.0,0.0,1211590.0,5452155.0,1211590.0,5452155.0
3101,"JUNEAU, AK",2018-11,0.0,0.0,31418230.0,13366909.0,31418230.0,13366909.0
3101,"JUNEAU, AK",2018-12,2715156.0,4299199.0,30483089.0,10831023.0,33198245.0,15130222.0
3101,"JUNEAU, AK",2019-01,0.0,0.0,0.0,0.0,0.0,0.0
3101,"JUNEAU, AK",2019-02,0.0,0.0,20082290.0,3454398.0,20082290.0,3454398.0
3101,"JUNEAU, AK",2019-03,6602002.0,9008028.0,11966376.0,10590178.0,18568378.0,19598206.0
3101,"JUNEAU, AK",2019-04,0.0,0.0,0.0,0.0,0.0,0.0
3101,"JUNEAU, AK",2019-05,4003538.0,4931142.0,20839483.0,6274229.0,24843021.0,11205371.0
3101,"JUNEAU, AK",2019-06,66033.0,5406.0,32261693.0,29905338.0,32327726.0,29910744.0
3101,"JUNEAU, AK",2019-07,4545081.0,5467585.0,21995986.0,4350556.0,26541067.0,9818141.0
3101,"JUNEAU, AK",2019-08,233223.0,28154.0,0.0,0.0,233223.0,28154.0
3101,"JUNEAU, AK",2019-09,66084.0,11954.0,30939111.0,5296617.0,31005195.0,5308571.0
3101,"JUNEAU, AK",2019-10,1926095.0,1621403.0,8025312.0,2744184.0,9951407.0,4365587.0
3101,"JUNEAU, AK",2019-11,0.0,0.0,29131242.0,29230914.0,29131242.0,29230914.0
3101,"JUNEAU, AK",2019-12,3167440.0,4100124.0,53516347.0,14699296.0,56683787.0,18799420.0
3101,"JUNEAU, AK",2020-01,2218580.0,2675684.0,0.0,0.0,2218580.0,2675684.0
3101,"JUNEAU, AK",2020-02,0.0,0.0,11185116.0,4392305.0,11185116.0,4392305.0
3101,"JUNEAU, AK",2020-03,2539818.0,3601887.0,50451699.0,19653039.0,52991517.0,23254926.0
3101,"JUNEAU, AK",2020-04,0.0,0.0,18704271.0,9138240.0,18704271.0,9138240.0
3101,"JUNEAU, AK",2020-05,0.0,0.0,22876351.0,8820043.0,22876351.0,8820043.0
3101,"JUNEAU, AK",2020-06,0.0,0.0,35087481.0,21190758.0,35087481.0,21190758.0
3101,"JUNEAU, AK",2020-07,101704.0,12924.0,217740.0,151111.0,319444.0,164035.0
3101,"JUNEAU, AK",2020-08,168438.0,22540.0,0.0,0.0,168438.0,22540.0
3101,"JUNEAU, AK",2020-09,17695.0,3020.0,36545237.0,8947386.0,36562932.0,8950406.0
3101,"JUNEAU, AK",2020-10,9193.0,1689.0,34358914.0,12950037.0,34368107.0,12951726.0
3101,"JUNEAU, AK",2020-11,0.0,0.0,0.0,0.0,0.0,0.0
3101,"JUNEAU, AK",2020-12,2871615.0,4026396.0,21998817.0,4723435.0,24870432.0,8749831.0
3101,"JUNEAU, AK",2021-01,3593478.0,7362677.0,34884681.0,5888433.0,38478159.0,13251110.0
3101,"JUNEAU, AK",2021-02,1960959.0,3573806.0,28143132.0,7048385.0,30104091.0,10622191.0
3101,"JUNEAU, AK",2021-03,0.0,0.0,65672995.0,12436787.0,65672995.0,12436787.0
3101,"JUNEAU, AK",2021-04,2341580.0,3748732.0,0.0,0.0,2341580.0,3748732.0
3101,"JUNEAU, AK",2021-05,3807328.0,6998158.0,63892169.0,12834459.0,67699497.0,19832617.0
3101,"JUNEAU, AK",2021-06,195607.0,13947.0,44505110.0,11290526.0,44700717.0,11304473.0
3101,"JUNEAU, AK",2021-07,885080.0,1251779.0,24209703.0,8211284.0,25094783.0,9463063.0
3101,"JUNEAU, AK",2021-08,510194.0,745848.0,0.0,0.0,510194.0,745848.0
3101,"JUNEAU, AK",2021-09,2534822.0,3696356.0,17923675.0,2607967.0,20458497.0,6304323.0
3101,"JUNEAU, AK",2021-10,1369508.0,1933075.0,0.0,0.0,1369508.0,1933075.0
3101,"JUNEAU, AK",2021-11,6023070.0,7395400.0,0.0,0.0,6023070.0,7395400.0
3101,"JUNEAU, AK",2021-12,2072558.0,2713820.0,56706107.0,10398395.0,58778665.0,13112215.0
3101,"JUNEAU, AK",2022-01,4932265.0,5697501.0,0.0,0.0,4932265.0,5697501.0
3101,"JUNEAU, AK",2022-02,3966357.0,4716512.0,31037176.0,8203008.0,35003533.0,12919520.0
3101,"JUNEAU, AK",2022-03,4217486.0,4429382.0,53406061.0,12215530.0,57623547.0,16644912.0
3101,"JUNEAU, AK",2022-04,0.0,0.0,35376156.0,4637858.0,35376156.0,4637858.0
3101,"JUNEAU, AK",2022-05,2454847.0,2369427.0,25509833.0,7380907.0,27964680.0,9750334.0
3101,"JUNEAU, AK",2022-06,10637411.0,7613603.0,40169483.0,7852164.0,50806894.0,15465767.0
3101,"JUNEAU, AK",2022-07,1306419.0,994335.0,0.0,0.0,1306419.0,994335.0
3101,"JUNEAU, AK",2022-08,6848632.0,4892716.0,27777789.0,7957717.0,34626421.0,12850433.0
3101,"JUNEAU, AK",2022-09,977864.0,916880.0,32203503.0,16356983.0,33181367.0,17273863.0
3101,"JUNEAU, AK",2022-10,7919063.0,2973133.0,22075.0,13608.0,7941138.0,2986741.0
3101,"JUNEAU, AK",2022-11,3623646.0,3476733.0,21367127.0,12798409.0,24990773.0,16275142.0
3101,"JUNEAU, AK",2022-12,1023722.0,1107441.0,56763939.0,31512070.0,57787661.0,32619511.0
3101,"JUNEAU, AK",2023-01,4067382.0,3974023.0,0.0,0.0,4067382.0,3974023.0
3101,"JUNEAU, AK",2023-02,833681.0,830465.0,54127336.0,19347391.0,54961017.0,20177856.0
3101,"JUNEAU, AK",2023-03,4822237.0,5501611.0,63386348.0,18429848.0,68208585.0,23931459.0
3101,"JUNEAU, AK",2023-04,1349180.0,1738067.0,24364141.0,11332468.0,25713321.0,13070535.0
3101,"JUNEAU, AK",2023-05,2570099.0,3344224.0,0.0,0.0,2570099.0,3344224.0
3101,"JUNEAU, AK",2023-06,1810157.0,2187987.0,45512000.0,31472902.0,47322157.0,33660889.0
3101,"JUNEAU, AK",2023-07,904933.0,968198.0,26108769.0,14596416.0,27013702.0,15564614.0
3101,"JUNEAU, AK",2023-08,5418625.0,5676011.0,23219839.0,11996916.0,28638464.0,17672927.0
3101,"JUNEAU, AK",2023-09,2000634.0,1505726.0,35325324.0,14558413.0,37325958.0,16064139.0
3101,"JUNEAU, AK",2023-10,10045386.0,10197350.0,0.0,0.0,10045386.0,10197350.0
3101,"JUNEAU, AK",2023-11,0.0,0.0,24726911.0,8231343.0,24726911.0,8231343.0
3101,"JUNEAU, AK",2023-12,1474384.0,1502386.0,52985550.0,22439332.0,54459934.0,23941718.0
3101,"JUNEAU, AK",2024-01,6748435.0,8603998.0,0.0,0.0,6748435.0,8603998.0
3101,"JUNEAU, AK",2024-02,462562.0,611795.0,22723585.0,6771020.0,23186147.0,7382815.0
3101,"JUNEAU, AK",2024-03,247623.0,323827.0,50699903.0,41935961.0,50947526.0,42259788.0
3101,"JUNEAU, AK",2024-04,3865088.0,4779224.0,0.0,0.0,3865088.0,4779224.0
3101,"JUNEAU, AK",2024-05,458462.0,642020.0,21213571.0,7510179.0,21672033.0,8152199.0
3101,"JUNEAU, AK",2024-06,3442903.0,4221568.0,38074852.0,17195196.0,41517755.0,21416764.0
3101,"JUNEAU, AK",2024-07,3676575.0,4888688.0,26558608.0,11560943.0,30235183.0,16449631.0
3101,"JUNEAU, AK",2024-08,8016901.0,8054760.0,32111933.0,10357481.0,40128834.0,18412241.0
3101,"JUNEAU, AK",2024-09,833461.0,776518.0,30230713.0,11046563.0,31064174.0,11823081.0
3101,"JUNEAU, AK",2024-10,451550.0,641331.0,0.0,0.0,451550.0,641331.0
3101,"JUNEAU, AK",2024-11,2023716.0,2919361.0,19683920.0,2410579.0,21707636.0,5329940.0
3101,"JUNEAU, AK",2024-12,1232939.0,1747954.0,25669601.0,9841152.0,26902540.0,11589106.0
3102,"KETCHIKAN, AK",2016-01,6793734.0,17281093.0,0.0,0.0,6793734.0,17281093.0
3102,"KETCHIKAN, AK",2016-02,1903308.0,4321709.0,74252.0,1778259.0,1977560.0,6099968.0
3102,"KETCHIKAN, AK",2016-03,4993800.0,11277205.0,3690286.0,22221765.0,8684086.0,33498970.0
3102,"KETCHIKAN, AK",2016-04,3301853.0,6411559.0,3459386.0,16408292.0,6761239.0,22819851.0
3102,"KETCHIKAN, AK",2016-05,5595032.0,9627947.0,4763044.0,20740716.0,10358076.0,30368663.0
3102,"KETCHIKAN, AK",2016-06,2375516.0,4986731.0,8408966.0,35160254.0,10784482.0,40146985.0
3102,"KETCHIKAN, AK",2016-07,1898008.0,2982152.0,475441.0,294805.0,2373449.0,3276957.0
3102,"KETCHIKAN, AK",2016-08,4326943.0,7546234.0,12635991.0,53612671.0,16962934.0,61158905.0
3102,"KETCHIKAN, AK",2016-09,2719252.0,5607659.0,10654461.0,53477676.0,13373713.0,59085335.0
3102,"KETCHIKAN, AK",2016-10,709508.0,1233756.0,3960472.0,9120566.0,4669980.0,10354322.0
3102,"KETCHIKAN, AK",2016-11,2641040.0,4465827.0,4743036.0,23433162.0,7384076.0,27898989.0
3102,"KETCHIKAN, AK",2016-12,28500.0,54503.0,3915635.0,17466029.0,3944135.0,17520532.0
3102,"KETCHIKAN, AK",2017-01,7233702.0,12704056.0,95571.0,37596.0,7329273.0,12741652.0
3102,"KETCHIKAN, AK",2017-02,1444034.0,2810314.0,0.0,0.0,1444034.0,2810314.0
3102,"KETCHIKAN, AK",2017-03,3372249.0,5192612.0,79800.0,33492.0,3452049.0,5226104.0
3102,"KETCHIKAN, AK",2017-04,1639240.0,2283927.0,31093.0,14139.0,1670333.0,2298066.0
3102,"KETCHIKAN, AK",2017-05,3830442.0,7263239.0,4173518.0,26941951.0,8003960.0,34205190.0
3102,"KETCHIKAN, AK",2017-06,1871311.0,2973662.0,0.0,0.0,1871311.0,2973662.0
3102,"KETCHIKAN, AK",2017-07,4939032.0,8679310.0,12916845.0,78124169.0,17855877.0,86803479.0
3102,"KETCHIKAN, AK",2017-08,9864774.0,16424361.0,1002331.0,301514.0,10867105.0,16725875.0
3102,"KETCHIKAN, AK",2017-09,293861.0,21474478.0,5147723.0,27611098.0,5441584.0,49085576.0
3102,"KETCHIKAN, AK",2017-10,7782127.0,12204640.0,6932621.0,43042860.0,14714748.0,55247500.0
3102,"KETCHIKAN, AK",2017-11,5688187.0,8937846.0,5013878.0,28132155.0,10702065.0,37070001.0
3102,"KETCHIKAN, AK",2017-12,7402855.0,11761463.0,4410730.0,24821775.0,11813585.0,36583238.0
3102,"KETCHIKAN, AK",2018-01,0.0,0.0,5188065.0,28210646.0,5188065.0,28210646.0
3102,"KETCHIKAN, AK",2018-02,6606743.0,9772304.0,3950754.0,25632945.0,10557497.0,35405249.0
3102,"KETCHIKAN, AK",2018-03,5358.0,36550.0,0.0,0.0,5358.0,36550.0
3102,"KETCHIKAN, AK",2018-04,7834044.0,10579068.0,0.0,0.0,7834044.0,10579068.0
3102,"KETCHIKAN, AK",2018-05,2314766.0,2616712.0,0.0,0.0,2314766.0,2616712.0
3102,"KETCHIKAN, AK",2018-06,3555368.0,4249795.0,8105987.0,39950059.0,11661355.0,44199854.0
3102,"KETCHIKAN, AK",2018-07,4016405.0,5407031.0,8690407.0,46322008.0,12706812.0,51729039.0
3102,"KETCHIKAN, AK",2018-08,95000.0,66044.0,5672554.0,29598229.0,5767554.0,29664273.0
3102,"KETCHIKAN, AK",2018-09,19485796.0,26615384.0,6150673.0,34982266.0,25636469.0,61597650.0
3102,"KETCHIKAN, AK",2018-10,6838838.0,8762228.0,8519787.0,44556059.0,15358625.0,53318287.0
3102,"KETCHIKAN, AK",2018-11,7590490.0,10567138.0,13761133.0,78251207.0,21351623.0,88818345.0
3102,"KETCHIKAN, AK",2018-12,12349152.0,17358621.0,0.0,0.0,12349152.0,17358621.0
3102,"KETCHIKAN, AK",2019-01,4029937.0,6908041.0,10867357.0,50225522.0,14897294.0,57133563.0
3102,"KETCHIKAN, AK",2019-02,16184595.0,17141278.0,0.0,0.0,16184595.0,17141278.0
3102,"KETCHIKAN, AK",2019-03,7978728.0,7625151.0,0.0,0.0,7978728.0,7625151.0
3102,"KETCHIKAN, AK",2019-04,5821270.0,8336659.0,0.0,0.0,5821270.0,8336659.0
3102,"KETCHIKAN, AK",2019-05,10388665.0,13646123.0,5432660.0,31146030.0,15821325.0,44792153.0
3102,"KETCHIKAN, AK",2019-06,12837296.0,18554221.0,8095634.0,56148094.0,20932930.0,74702315.0
3102,"KETCHIKAN, AK",2019-07,2744381.0,3741641.0,4356692.0,28416205.0,7101073.0,32157846.0
3102,"KETCHIKAN, AK",2019-08,7604277.0,12125687.0,7953490.0,52629615.0,15557767.0,64755302.0
3102,"KETCHIKAN, AK",2019-09,11440404.0,17883969.0,9739940.0,49800030.0,21180344.0,67683999.0
3102,"KETCHIKAN, AK",2019-10,6545111.0,9179105.0,11436461.0,58612272.0,17981572.0,67791377.0
3102,"KETCHIKAN, AK",2019-11,18086608.0,27216681.0,513243.0,9010305.0,18599851.0,36226986.0
3102,"KETCHIKAN, AK",2019-12,2945924.0,4744090.0,7426586.0,45996075.0,10372510.0,50740165.0
3102,"KETCHIKAN, AK",2020-01,8994985.0,14890644.0,436169.0,1483515.0,9431154.0,16374159.0
3102,"KETCHIKAN, AK",2020-02,6659082.0,12677686.0,4516162.0,24700815.0,11175244.0,37378501.0
3102,"KETCHIKAN, AK",2020-03,3880767.0,7074742.0,0.0,0.0,3880767.0,7074742.0
3102,"KETCHIKAN, AK",2020-04,2076886.0,7112835.0,0.0,0.0,2076886.0,7112835.0
3102,"KETCHIKAN, AK",2020-05,4862853.0,17938445.0,13534212.0,76710060.0,18397065.0,94648505.0
3102,"KETCHIKAN, AK",2020-06,1807092.0,6682487.0,18853916.0,95632617.0,20661008.0,102315104.0
3102,"KETCHIKAN, AK",2020-07,4516656.0,5000051.0,12664411.0,57744090.0,17181067.0,62744141.0
3102,"KETCHIKAN, AK",2020-08,2356028.0,7931591.0,16219809.0,83588280.0,18575837.0,91519871.0
3102,"KETCHIKAN, AK",2020-09,2522866.0,6086244.0,1498304.0,5550795.0,4021170.0,11637039.0
3102,"KETCHIKAN, AK",2020-10,6700502.0,17355658.0,11030331.0,58429755.0,17730833.0,75785413.0
3102,"KETCHIKAN, AK",2020-11,3778957.0,7111691.0,5712202.0,43268806.0,9491159.0,50380497.0
3102,"KETCHIKAN, AK",2020-12,5867407.0,12417890.0,6111256.0,33813180.0,11978663.0,46231070.0
3102,"KETCHIKAN, AK",2021-01,5059799.0,10186083.0,6331568.0,33169905.0,11391367.0,43355988.0
3102,"KETCHIKAN, AK",2021-02,7850480.0,14620600.0,6855576.0,38473020.0,14706056.0,53093620.0
3102,"KETCHIKAN, AK",2021-03,311610.0,498870.0,472052.0,10013439.0,783662.0,10512309.0
3102,"KETCHIKAN, AK",2021-04,5619380.0,9518162.0,0.0,0.0,5619380.0,9518162.0
3102,"KETCHIKAN, AK",2021-05,6266572.0,9721715.0,1595670.0,7771815.0,7862242.0,17493530.0
3102,"KETCHIKAN, AK",2021-06,20978036.0,25681984.0,4446090.0,25756335.0,25424126.0,51438319.0
3102,"KETCHIKAN, AK",2021-07,7143818.0,10430305.0,7469499.0,40787195.0,14613317.0,51217500.0
3102,"KETCHIKAN, AK",2021-08,7659206.0,10705429.0,2325542.0,1005369.0,9984748.0,11710798.0
3102,"KETCHIKAN, AK",2021-09,5423459.0,7121942.0,6744137.0,37689788.0,12167596.0,44811730.0
3102,"KETCHIKAN, AK",2021-10,8382084.0,10033803.0,2370946.0,18056757.0,10753030.0,28090560.0
3102,"KETCHIKAN, AK",2021-11,6884799.0,9073735.0,0.0,0.0,6884799.0,9073735.0
3102,"KETCHIKAN, AK",2021-12,4564316.0,5967133.0,1482536.0,7263450.0,6046852.0,13230583.0
3102,"KETCHIKAN, AK",2022-01,10473657.0,12831774.0,0.0,0.0,10473657.0,12831774.0
3102,"KETCHIKAN, AK",2022-02,8596072.0,9834829.0,5648377.0,26668602.0,14244449.0,36503431.0
3102,"KETCHIKAN, AK",2022-03,7893005.0,7032195.0,3224166.0,16424775.0,11117171.0,23456970.0
3102,"KETCHIKAN, AK",2022-04,20826424.0,17973687.0,1263475.0,5000000.0,22089899.0,22973687.0
3102,"KETCHIKAN, AK",2022-05,17554885.0,13839880.0,16979358.0,73223535.0,34534243.0,87063415.0
3102,"KETCHIKAN, AK",2022-06,11692130.0,8303033.0,2991261.0,9525440.0,14683391.0,17828473.0
3102,"KETCHIKAN, AK",2022-07,15930043.0,13536075.0,1817319.0,4535924.0,17747362.0,18071999.0
3102,"KETCHIKAN, AK",2022-08,11595927.0,11241746.0,2897074.0,9071848.0,14493001.0,20313594.0
3102,"KETCHIKAN, AK",2022-09,15816959.0,13868901.0,762850.0,3615975.0,16579809.0,17484876.0
3102,"KETCHIKAN, AK",2022-10,13243801.0,10645078.0,5454393.0,29520145.0,18698194.0,40165223.0
3102,"KETCHIKAN, AK",2022-11,20446958.0,17375929.0,6149154.0,32050904.0,26596112.0,49426833.0
3102,"KETCHIKAN, AK",2022-12,15006196.0,16108456.0,1469503.0,4535924.0,16475699.0,20644380.0
3102,"KETCHIKAN, AK",2023-01,6049683.0,7202096.0,0.0,0.0,6049683.0,7202096.0
3102,"KETCHIKAN, AK",2023-02,5006066.0,6239708.0,1734539.0,4535900.0,6740605.0,10775608.0
3102,"KETCHIKAN, AK",2023-03,7174867.0,8731652.0,784034.0,3899115.0,7958901.0,12630767.0
3102,"KETCHIKAN, AK",2023-04,8149977.0,9330631.0,5545916.0,11327982.0,13695893.0,20658613.0
3102,"KETCHIKAN, AK",2023-05,11291122.0,15320008.0,5590356.0,28538582.0,16881478.0,43858590.0
3102,"KETCHIKAN, AK",2023-06,8292023.0,11272015.0,0.0,0.0,8292023.0,11272015.0
