OID_,World Port Index Number,Region Name,Main Port Name,Alternate Port Name,UN/LOCODE,Country Code,World Water Body,IHO S-130 Sea Area,Sailing Direction or Publication,Publication Link,Standard Nautical Chart,IHO S-57 Electronic Navigational Chart,IHO S-101 Electronic Navigational Chart,Digital Nautical Chart,Tidal Range (m),Entrance Width (m),Channel Depth (m),Anchorage Depth (m),Cargo Pier Depth (m),Oil Terminal Depth (m),Liquified Natural Gas Terminal Depth (m),Maximum Vessel Length (m),Maximum Vessel Beam (m),Maximum Vessel Draft (m),Offshore Maximum Vessel Length (m),Offshore Maximum Vessel Beam (m),Offshore Maximum Vessel Draft (m),Harbor Size,Harbor Type,Harbor Use,Shelter Afforded,Entrance Restriction - Tide,Entrance Restriction - Heavy Swell,Entrance Restriction - Ice,Entrance Restriction - Other,Overhead Limits,Underkeel Clearance Management System,Good Holding Ground,Turning Area,Port Security,Estimated Time of Arrival Message,Quarantine - Pratique,Quarantine - Sanitation,Quarantine - Other,Traffic Separation Scheme,Vessel Traffic Service,First Port of Entry,US Representative,Pilotage - Compulsory,Pilotage - Available,Pilotage - Local Assistance,Pilotage - Advisable,Tugs - Salvage,Tugs - Assistance,Communications - Telephone,Communications - Telefax,Communications - Radio,Communications - Radiotelephone,Communications - Airport,Communications - Rail,Search and Rescue,NAVAREA,Facilities - Wharves,Facilities - Anchorage,Facilities - Dangerous Cargo Anchorage,Facilities - Med Mooring,Facilities - Beach Mooring,Facilities - Ice Mooring,Facilities - Ro-Ro,Facilities - Solid Bulk,Facilities - Liquid Bulk,Facilities - Container,Facilities - Breakbulk,Facilities - Oil Terminal,Facilities - LNG Terminal,Facilities - Other,Medical Facilities,Garbage Disposal,Chemical Holding Tank Disposal,Degaussing,Dirty Ballast Disposal,Cranes - Fixed,Cranes - Mobile,Cranes - Floating,Cranes Container,Lifts - 100+ Tons,Lifts - 50-100 Tons,Lifts - 25-49 Tons,Lifts - 0-24 Tons,Services - Longshoremen,Services - Electricity,Services -Steam,Services - Navigation Equipment,Services - Electrical Repair,Services - Ice Breaking,Services -Diving,Supplies - Provisions,Supplies - Potable Water,Supplies - Fuel Oil,Supplies - Diesel Oil,Supplies - Aviation Fuel,Supplies - Deck,Supplies - Engine,Repairs,Dry Dock,Railway,Latitude,Longitude
494.0,7420.0,United States E Coast -- 6585,Providence, ,US PVD,United States,North Atlantic Ocean, ,U.S. Coast Pilot 2 - Atlantic Coast: Cape Cod MA to Sandy Hook NJ,https://nauticalcharts.noaa.gov/publications/coast-pilot/files/cp2/CPB2_WEB.pdf,13225.0, , ,"a1707420, h1707420",1.2,0.0,11.0,9.4,11.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Medium,River (Natural),Unknown,Good,No,No,No,Yes,Yes,Unknown,Yes,Yes,Unknown,Yes,Yes,Unknown,Unknown,Unknown,Unknown,Yes,No,Yes,Unknown,Unknown,Unknown,Unknown,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Unknown,IV,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Yes,Unknown,Yes,No,Yes,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Unknown,Unknown,Unknown,Yes,Yes,Unknown,Unknown,Yes,Yes,Yes,Yes,Unknown,Yes,Yes,Limited,Unknown,Small,41.8,-71.4
496.0,7960.0,United States E Coast -- 6585,Perth Amboy, ,US PAY,United States,North Atlantic Ocean, ,U.S. Coast Pilot 2 - Atlantic Coast: Cape Cod MA to Sandy Hook NJ,https://nauticalcharts.noaa.gov/publications/coast-pilot/files/cp2/CPB2_WEB.pdf,12331.0, , ,"a1707640, coa17c, h1707960",1.5,0.0,11.0,7.9,7.9,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Small,River (Natural),Unknown,Good,No,No,No,Yes,Yes,Unknown,Yes,Unknown,Unknown,Yes,Yes,No,Unknown,Unknown,Unknown,Yes,No,Yes,Unknown,Unknown,Unknown,Unknown,Yes,Yes,Unknown,Unknown,Unknown,Yes,Yes,Unknown,IV,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Unknown,Unknown,Unknown,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Yes,Unknown,Unknown,Unknown,Yes,Yes,Yes,Yes,Unknown,Yes,Yes,Major,Small,Unknown,40.5,-74.266667
511.0,7910.0,United States E Coast -- 6585,Carteret, ,US CSF,United States,North Atlantic Ocean, ,U.S. Coast Pilot 2 - Atlantic Coast: Cape Cod MA to Sandy Hook NJ,https://nauticalcharts.noaa.gov/publications/coast-pilot/files/cp2/CPB2_WEB.pdf,"12331, 12333", , ,"a1707640, coa17c, h1707810",1.5,0.0,9.4,9.4,9.4,7.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Small,River (Natural),Unknown,Good,No,No,No,Yes,Yes,Unknown,Unknown,Unknown,Unknown,Yes,Yes,No,Unknown,Unknown,Unknown,Yes,No,Yes,Unknown,Unknown,Unknown,Unknown,Yes,Yes,Unknown,Unknown,Unknown,Yes,Yes,Unknown,IV,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Unknown,Unknown,Unknown,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Unknown,Yes,Yes,Unknown,Unknown,Unknown,Yes,Yes,Yes,Yes,Unknown,Yes,Yes,Limited,Unknown,Unknown,40.583333,-74.216667
512.0,7640.0,United States E Coast -- 6585,New York City, ,US NYC,United States,North Atlantic Ocean, ,U.S. Coast Pilot 2 - Atlantic Coast: Cape Cod MA to Sandy Hook NJ,https://nauticalcharts.noaa.gov/publications/coast-pilot/files/cp2/CPB2_WEB.pdf,"12334, 12335", , ,"a1707640, coa17c, gen17a, h1707640",1.5,0.0,12.5,12.5,12.5,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Large,River (Natural),Unknown,Excellent,Yes,No,No,No,Yes,Unknown,Yes,Yes,Unknown,Yes,Yes,Yes,Unknown,Unknown,Unknown,Yes,Yes,Yes,Unknown,Unknown,Unknown,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Unknown,IV,Yes,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Yes,Unknown,Yes,Yes,Yes,Yes,Yes,Unknown,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Unknown,Unknown,Yes,Yes,Yes,Yes,Unknown,Yes,Yes,Major,Large,Large,40.7,-74.016667
513.0,7630.0,United States E Coast -- 6585,Brooklyn, ,US BOY,United States,North Atlantic Ocean, ,U.S. Coast Pilot 2 - Atlantic Coast: Cape Cod MA to Sandy Hook NJ,https://nauticalcharts.noaa.gov/publications/coast-pilot/files/cp2/CPB2_WEB.pdf,12334.0, , ,"a1707640, coa17c, gen17a, h1707640",1.5,0.0,12.5,12.5,12.5,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Large,River (Natural),Unknown,Excellent,No,No,No,Yes,Yes,Unknown,Yes,Yes,Unknown,Yes,Yes,Yes,Unknown,Unknown,Unknown,Yes,Yes,Yes,Yes,Unknown,Unknown,Unknown,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Unknown,IV,Yes,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Yes,Unknown,Yes,No,Yes,Yes,Yes,Unknown,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Unknown,Unknown,Yes,Yes,Yes,Yes,Unknown,Yes,Yes,Major,Medium,Large,40.666667,-74.016667
564.0,7250.0,United States E Coast -- 6585,Boston, ,US BOS,United States,North Atlantic Ocean, ,U.S. Coast Pilot 1 - Atlantic Coast: Eastport ME to Cape Cod MA,https://nauticalcharts.noaa.gov/publications/coast-pilot/files/cp1/CPB1_WEB.pdf,13272.0, , ,"a1807250, coa18a, gen18a, h1807250",3.0,0.0,11.0,12.5,12.5,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Large,Coastal (Natural),Unknown,Excellent,No,No,No,No,Yes,Unknown,Yes,Yes,Unknown,Yes,Yes,Yes,Unknown,Unknown,Unknown,Yes,Yes,Yes,Yes,Unknown,Unknown,Unknown,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Unknown,IV,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Yes,Unknown,Yes,No,Yes,Yes,Yes,Unknown,Yes,Unknown,Unknown,Yes,Yes,Yes,Yes,Yes,Yes,Unknown,Unknown,Yes,Yes,Yes,Yes,Unknown,Yes,Yes,Major,Large,Large,42.35,-71.05
565.0,7210.0,United States E Coast -- 6585,Gloucester, ,US GLC,United States,North Atlantic Ocean, ,U.S. Coast Pilot 3 - Atlantic Coast: Sandy Hook NJ to Cape Henry VA,https://nauticalcharts.noaa.gov/publications/coast-pilot/files/cp3/CPB3_WEB.pdf,12313.0, , ,"a1708130, h1708130",2.7,0.0,4.9,7.9,6.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Small,Coastal (Natural),Unknown,Good,Yes,No,No,Yes,No,Unknown,Yes,Yes,Unknown,Yes,Yes,Yes,Unknown,Unknown,Unknown,Yes,No,Yes,Unknown,Unknown,Unknown,No,Yes,Yes,Unknown,Unknown,Unknown,Yes,Yes,Unknown,IV,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Unknown,Unknown,Unknown,No,Unknown,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Unknown,Unknown,Unknown,Unknown,Yes,Unknown,Unknown,Yes,Yes,Yes,Yes,Unknown,Yes,Yes,Limited,Unknown,Medium,39.9,-75.13333299999998
566.0,7080.0,United States E Coast -- 6585,Bath, ,US BTH,United States,North Atlantic Ocean, ,U.S. Coast Pilot 1 - Atlantic Coast: Eastport ME to Cape Cod MA,https://nauticalcharts.noaa.gov/publications/coast-pilot/files/cp1/CPB1_WEB.pdf,"13296, 13298", , ,"a1807100, coa18a, gen18a, h1807120",1.8,0.0,7.9,7.9,7.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Small,River (Natural),Unknown,Good,Yes,No,No,Yes,No,Unknown,Unknown,Unknown,Unknown,No,Yes,Yes,Unknown,Unknown,Unknown,No,No,Yes,Unknown,Unknown,Yes,No,Yes,Yes,Unknown,Unknown,Unknown,Yes,Yes,Unknown,IV,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Unknown,Unknown,Unknown,No,Yes,Yes,Yes,Unknown,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Yes,Unknown,Unknown,Yes,Yes,Yes,Yes,Unknown,Yes,Yes,Major,Medium,Small,43.916667,-69.816667
569.0,9300.0,US Gulf Coast -- 8650,Corpus Christi, ,US CRP,United States,Gulf of Mexico; North Atlantic Ocean, ,U.S. Coast Pilot 5 - Gulf of Mexico Puerto Rico and Virgin Islands,https://nauticalcharts.noaa.gov/publications/coast-pilot/files/cp5/CPB5_WEB.pdf,11311.0, , ,"a1509300, coa15a, gen15, h1509300",0.0,0.0,14.0,9.4,11.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Medium,Coastal (Natural),Unknown,Good,No,No,No,Yes,Yes,Unknown,Yes,Yes,Unknown,Yes,Yes,Unknown,Unknown,Unknown,Unknown,Yes,No,Yes,Yes,Unknown,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Unknown,IV,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Yes,Unknown,Unknown,Yes,Yes,Yes,Unknown,Unknown,Unknown,Unknown,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Unknown,Unknown,Yes,Yes,Yes,Yes,Unknown,Yes,Yes,Moderate,Medium,Unknown,27.816667,-97.4
571.0,9040.0,US Gulf Coast -- 8650,Lake Charles, ,US LCH,United States,Gulf of Mexico; North Atlantic Ocean, ,U.S. Coast Pilot 5 - Gulf of Mexico Puerto Rico and Virgin Islands,https://nauticalcharts.noaa.gov/publications/coast-pilot/files/cp5/CPB5_WEB.pdf,"11339, 11347", , ,"a1509140, coa15a",0.0,0.0,11.0,7.9,7.9,6.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Small,River (Natural),Unknown,,No,No,No,Unknown,Yes,Unknown,Yes,Yes,Unknown,Yes,Yes,Unknown,Unknown,Unknown,Unknown,Yes,Unknown,Yes,Yes,Unknown,Yes,No,Yes,Yes,Unknown,Yes,Yes,Yes,Yes,Unknown,IV,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Yes,Unknown,Unknown,Yes,Unknown,Yes,Unknown,Unknown,Unknown,Yes,Unknown,Yes,Yes,Yes,Unknown,Yes,Yes,Unknown,Unknown,Yes,Yes,Yes,Yes,Unknown,Yes,Yes,Limited,Unknown,Small,30.216667,-93.25
573.0,8980.0,US Gulf Coast -- 8650,Loop Terminal, ,US LO9,United States,Gulf of Mexico; North Atlantic Ocean, ,U.S. Coast Pilot 5 - Gulf of Mexico Puerto Rico and Virgin Islands,https://nauticalcharts.noaa.gov/publications/coast-pilot/files/cp5/CPB5_WEB.pdf,11346.0, , ,"a1508980, coa15f, gen15, h1508985",0.3,0.0,23.2,23.2,0.0,23.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Large,Open Roadstead,Unknown,Fair,Unknown,Unknown,Unknown,Yes,No,Unknown,Unknown,Yes,Unknown,Yes,Unknown,Yes,Unknown,Unknown,Unknown,Yes,Unknown,Yes,Yes,Unknown,Unknown,Yes,Yes,No,No,Yes,Yes,No,Unknown,Unknown,IV,Yes,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No,No,Unknown,No,No,Limited,Unknown,Unknown,28.883333,-90.016667
574.0,8800.0,US Gulf Coast -- 8650,Gulfport, ,US GPT,United States,Gulf of Mexico; North Atlantic Ocean, ,U.S. Coast Pilot 5 - Gulf of Mexico Puerto Rico and Virgin Islands,https://nauticalcharts.noaa.gov/publications/coast-pilot/files/cp5/CPB5_WEB.pdf,11372.0, , ,"a1508800, coa15f, gen15, h1508800",0.6,0.0,9.4,11.0,9.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Small,Coastal (Natural),Unknown,Excellent,No,No,No,Yes,Unknown,Unknown,Yes,Yes,Unknown,Unknown,Yes,Unknown,Unknown,Unknown,Unknown,Yes,Unknown,Yes,Unknown,Unknown,Unknown,Unknown,Yes,Yes,Unknown,Unknown,Yes,Yes,Yes,Unknown,IV,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Yes,Unknown,Unknown,No,Unknown,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Yes,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Yes,Yes,Yes,Unknown,Yes,Yes,Limited,Unknown,Small,30.35,-89.08333299999998
578.0,2770.0,US St Lawrence R -- 2750,Ogdensburg, ,US OGS,United States,Lake Ontario; Great Lakes, ,U.S. Coast Pilot 6 - Great Lakes and their connecting waterways,https://nauticalcharts.noaa.gov/publications/coast-pilot/files/cp6/CPB6_WEB.pdf,14758.0, , ,h1802741,0.0,0.0,4.9,17.1,7.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Small,River (Natural),Unknown,Excellent,No,No,No,No,Yes,Unknown,Yes,Yes,Unknown,Yes,Yes,Yes,Unknown,Unknown,Unknown,Yes,Unknown,Yes,Unknown,Unknown,Unknown,No,Yes,Yes,Unknown,Unknown,Yes,Yes,Yes,Unknown,IV,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Unknown,Unknown,Unknown,No,Unknown,Yes,Unknown,Unknown,Yes,Yes,Yes,Yes,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Yes,Yes,Yes,Unknown,Yes,Yes,Limited,Small,Small,44.7,-75.5
656.0,7990.0,United States E Coast -- 6585,Leonardo, ,US DOJ,United States,North Atlantic Ocean, ,U.S. Coast Pilot 2 - Atlantic Coast: Cape Cod MA to Sandy Hook NJ,https://nauticalcharts.noaa.gov/publications/coast-pilot/files/cp2/CPB2_WEB.pdf,"12325, 12401", , ,"a1707640, coa17c, gen17a, h1707960",1.5,0.0,9.4,11.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Small,Coastal (Natural),Unknown,Fair,No,No,No,Yes,No,Unknown,Unknown,Yes,Unknown,Unknown,Yes,Unknown,Unknown,Unknown,Unknown,No,No,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Unknown,Unknown,Unknown,Unknown,Yes,Unknown,IV,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Unknown,Unknown,Unknown,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Unknown,Unknown,Unknown,Unknown,Yes,Unknown,Unknown,Unknown,Yes,Unknown,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Small,40.433333,-74.06666699999998
723.0,8667.0,US Gulf Coast -- 8650,Port Manatee, ,US PME,United States,Gulf of Mexico; North Atlantic Ocean, ,U.S. Coast Pilot 5 - Gulf of Mexico Puerto Rico and Virgin Islands,https://nauticalcharts.noaa.gov/publications/coast-pilot/files/cp5/CPB5_WEB.pdf,11416.0, , ,"a1508670, coa15g, gen15, h1508670",0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Small,Coastal (Tide Gates),Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Unknown,Unknown,Unknown,Unknown,Yes,Unknown,Unknown,Yes,Yes,Unknown,Yes,Yes,Unknown,Unknown,Unknown,Yes,Unknown,Yes,Unknown,Unknown,Yes,Unknown,IV,Yes,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Yes,Unknown,Yes,Unknown,Unknown,Unknown,Unknown,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Unknown,Unknown,Unknown,Unknown,Yes,Limited,Small,Unknown,27.633333,-82.56666699999998
724.0,16590.0,United States W Coast -- 16000,Sacramento, ,US SAC,United States,North Pacific Ocean, ,U.S. Coast Pilot 7 - Pacific Coast: California,https://nauticalcharts.noaa.gov/publications/coast-pilot/files/cp7/CPB7_WEB.pdf,18664.0, , ,"gen13a, h1316590",0.6,0.0,7.9,0.0,7.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Small,River (Natural),Unknown,Excellent,No,No,No,Yes,Yes,Unknown,Unknown,Yes,Unknown,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No,Yes,Yes,Unknown,Unknown,Unknown,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Unknown,XII,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Yes,Unknown,Unknown,No,Yes,Yes,Unknown,Unknown,Unknown,Unknown,Yes,Unknown,Yes,Yes,No,Yes,Yes,Unknown,Unknown,Yes,Yes,Yes,Yes,Unknown,Yes,Yes,Moderate,Unknown,Medium,38.583333,-121.5
725.0,8670.0,US Gulf Coast -- 8650,Tampa, ,US TPA,United States,Gulf of Mexico; North Atlantic Ocean, ,U.S. Coast Pilot 5 - Gulf of Mexico Puerto Rico and Virgin Islands,https://nauticalcharts.noaa.gov/publications/coast-pilot/files/cp5/CPB5_WEB.pdf,11416.0, , ,"a1508670, coa15g, gen15, h1508670",0.6,0.0,12.5,14.0,11.0,9.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Medium,Coastal (Natural),Unknown,Excellent,No,No,No,Yes,Yes,Unknown,Yes,Yes,Unknown,Yes,Yes,Yes,Unknown,Unknown,Unknown,Yes,No,Yes,Unknown,Unknown,Unknown,Unknown,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Unknown,IV,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Yes,Unknown,Unknown,Yes,Yes,Yes,Yes,Unknown,Yes,Yes,Unknown,Yes,Yes,Yes,Unknown,Yes,Yes,Unknown,Unknown,Yes,Yes,Yes,Yes,Unknown,Yes,Yes,Major,Medium,Unknown,27.916667,-82.45
728.0,8630.0,United States E Coast -- 6585,Port Everglades, ,US PEF,United States,North Atlantic Ocean, ,U.S. Coast Pilot 4 - Atlantic Coast: Cape Henry VA to Key West FL,https://nauticalcharts.noaa.gov/publications/coast-pilot/files/cp4/CPB4_WEB.pdf,11482.0, , ,"a1508630, coa15h, gen15, h1508630",0.9,0.0,12.5,23.2,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Medium,Coastal (Natural),Unknown,Excellent,Yes,No,No,Yes,Unknown,Unknown,Yes,Yes,Unknown,Yes,Yes,Yes,Unknown,Unknown,Unknown,Yes,No,Yes,Unknown,Unknown,Unknown,Unknown,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Unknown,IV,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Yes,Unknown,Unknown,Yes,Yes,Yes,Unknown,Unknown,Yes,Unknown,Unknown,Unknown,Yes,Yes,Unknown,Yes,Yes,Unknown,Unknown,Yes,Yes,Yes,Yes,Unknown,Yes,Yes,Moderate,Small,Small,26.1,-80.116667
732.0,8530.0,United States E Coast -- 6585,Savannah, ,US SAV,United States,North Atlantic Ocean, ,U.S. Coast Pilot 4 - Atlantic Coast: Cape Henry VA to Key West FL,https://nauticalcharts.noaa.gov/publications/coast-pilot/files/cp4/CPB4_WEB.pdf,11514.0, , ,"a1508530, coa15b, gen15, h1508530",2.4,0.0,12.5,12.5,9.4,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Medium,River (Natural),Unknown,Good,Yes,No,No,Yes,Yes,Unknown,Yes,Yes,Unknown,Yes,Yes,Yes,Unknown,Unknown,Unknown,Yes,Yes,Yes,Unknown,Unknown,Unknown,Unknown,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Unknown,IV,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Yes,Unknown,Unknown,No,Yes,Yes,Unknown,Unknown,Unknown,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Unknown,Unknown,Yes,Yes,Yes,Yes,Unknown,Yes,Yes,Major,Small,Unknown,32.083333,-81.08333299999998
822.0,7920.0,United States E Coast -- 6585,Chrome, ,US HYM,United States,North Atlantic Ocean, ,U.S. Coast Pilot 2 - Atlantic Coast: Cape Cod MA to Sandy Hook NJ,https://nauticalcharts.noaa.gov/publications/coast-pilot/files/cp2/CPB2_WEB.pdf,12331.0, , ,"a1707640, coa17c, h1707960",1.5,0.0,9.4,9.4,7.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Small,River (Natural),Unknown,Good,No,No,No,Yes,Yes,Unknown,Unknown,Unknown,Unknown,Yes,Yes,No,Unknown,Unknown,Unknown,Yes,No,Yes,Unknown,Unknown,Unknown,Unknown,Yes,Yes,Unknown,Unknown,Unknown,Yes,Yes,Unknown,IV,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Unknown,Unknown,Unknown,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Unknown,Yes,Yes,Unknown,Unknown,Unknown,Yes,Yes,Yes,Yes,Unknown,Yes,Yes,Limited,Unknown,Unknown,40.566667,-74.216667
825.0,7680.0,United States E Coast -- 6585,Kingston, ,US KGT,United States,North Atlantic Ocean, ,U.S. Coast Pilot 2 - Atlantic Coast: Cape Cod MA to Sandy Hook NJ,https://nauticalcharts.noaa.gov/publications/coast-pilot/files/cp2/CPB2_WEB.pdf,12347.0, , ,h1707680,1.2,0.0,3.4,11.0,4.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Small,River (Natural),Unknown,Good,No,No,No,Yes,Yes,Unknown,Unknown,Unknown,Unknown,No,Yes,Yes,Unknown,Unknown,Unknown,No,No,Yes,Unknown,Unknown,Unknown,Unknown,Yes,Yes,Unknown,Unknown,Unknown,Unknown,Yes,Unknown,IV,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Unknown,Unknown,Unknown,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Yes,Yes,Yes,Unknown,Yes,Yes,Moderate,Unknown,Medium,41.933333,-73.966667
828.0,16410.0,United States W Coast -- 16000,Mare Island, ,US MI8,United States,North Pacific Ocean, ,U.S. Coast Pilot 7 - Pacific Coast: California,https://nauticalcharts.noaa.gov/publications/coast-pilot/files/cp7/CPB7_WEB.pdf,18655.0, , ,"coa13b, gen13a, h1316410",1.2,0.0,7.9,7.9,7.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Small,Coastal (Natural),Unknown,Excellent,No,No,No,Yes,Yes,Unknown,Unknown,Unknown,Unknown,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Yes,Unknown,Yes,Unknown,Unknown,Yes,Yes,Yes,Yes,Yes,Yes,Unknown,XII,Yes,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Yes,Unknown,Unknown,Unknown,Yes,Yes,Yes,Unknown,Yes,Unknown,Unknown,Unknown,No,Yes,Yes,Yes,Yes,Unknown,Unknown,Yes,Yes,Yes,Yes,Unknown,Yes,Yes,Major,Large,Large,38.1,-122.266667
