country,port_name,wpi_id,lat,lon,year_month,n_images,sar_diff_median,sar_diff_mean,vh_median_mean,vh_max_mean
Russia,Rabocheostrovsk,62840.0,64.991666667,34.795277778,2017-07,16,49.70536726299158,40.95822176935896,,2.8510077379303698
Russia,Rabocheostrovsk,62840.0,64.991666667,34.795277778,2017-08,16,68.35553284239035,75.33728341771966,,3.1364121204748168
Russia,Rabocheostrovsk,62840.0,64.991666667,34.795277778,2017-09,15,101.56121295477885,80.72707540408324,,2.3097911889882403
Russia,Rabocheostrovsk,62840.0,64.991666667,34.795277778,2017-10,13,46.0611956160278,67.1110253879046,-3.286446310264606,2.1152585585146606
Russia,Rabocheostrovsk,62840.0,64.991666667,34.795277778,2017-11,14,40.0863826695987,97.06515100373,,2.882357459739804
Russia,Rabocheostrovsk,62840.0,64.991666667,34.795277778,2017-12,15,23.258296850383356,21.698287752559196,,4.84492227367837
Russia,Rabocheostrovsk,62840.0,64.991666667,34.795277778,2018-01,15,17.591841383125836,26.070666361009053,,4.563738304457269
Russia,Rabocheostrovsk,62840.0,64.991666667,34.795277778,2018-02,15,50.05029597915763,55.804821331940204,-9.787287694661641,4.37056280219144
Russia,Rabocheostrovsk,62840.0,64.991666667,34.795277778,2018-03,15,46.27094957151022,59.16423142984177,,4.12823379128282
Russia,Rabocheostrovsk,62840.0,64.991666667,34.795277778,2018-04,15,15.064179770627758,41.142271644331,,3.271282448139035
Russia,Rabocheostrovsk,62840.0,64.991666667,34.795277778,2018-05,15,42.87721538359246,46.77672519848146,,2.84372281450215
Russia,Rabocheostrovsk,62840.0,64.991666667,34.795277778,2018-06,14,40.61028632767649,44.11699716900851,,2.296082956532994
Russia,Rabocheostrovsk,62840.0,64.991666667,34.795277778,2018-07,16,66.50344510960025,88.17351075828998,,3.0106097146962028
Russia,Rabocheostrovsk,62840.0,64.991666667,34.795277778,2018-08,30,117.44957152453945,233.0513304657465,1.13918520066225,3.9337473658915445
Russia,Rabocheostrovsk,62840.0,64.991666667,34.795277778,2018-09,25,191.99539245018684,245.1043711487629,,2.8923172646460937
Russia,Rabocheostrovsk,62840.0,64.991666667,34.795277778,2018-10,31,148.6365464691752,219.2757568621523,,3.283731620318249
Russia,Rabocheostrovsk,62840.0,64.991666667,34.795277778,2018-11,27,58.52171163955664,203.4001150478802,,4.106377079809376
Russia,Rabocheostrovsk,62840.0,64.991666667,34.795277778,2018-12,27,31.36749502642393,112.62941030617152,,4.306321186075982
